31 merrion square north	1	p	painting
1 merrion square north	1	p	painting
wicklow street	1	p	painting
bridge street	1	p	painting
sean heuston bridge	1	p	painting
rory o'more bridge	1	p	painting
father mathew bridge	1	p	painting
29 kildare street	1	p	painting
arran quay	1	p	painting
o'donovan rossa bridge	1	p	painting
ormond quay upper	1	p	painting
wood quay	1	p	painting
grattan bridge	1	p	painting
11 wellington quay	1	p	painting
2 wellington quay	1	p	painting
granby row	1	p	painting
merrion square	1	p	painting
mount street lower	1	p	painting
haddington road	1	p	painting
northumberland road	1	p	painting
7 eccles street	1	p	disease
arbour hill	1	p	disease
ringsend road	1	p	disease
hume street	1	p	disease
nelson's pillar	1	p	disease
rutland grove	1	p	disease
blessington street	1	p	disease
berkely street	1	p	disease
eccles street	1	p	disease
phibsborough road	1	p	disease
finglas road	1	p	disease
windmill lane	1	p	disease
18 rogerson's quay	1	p	disease
19 rogerson's quay	1	p	disease
lime street	1	p	disease
townsend street	1	p	disease
26 lombard street e.	1	p	disease
164 north strand road	1	p	disease
6 westland row	1	p	disease
49 westland row	1	p	disease
31 westland row	1	p	disease
pearse street	1	p	disease
cumberland street	1	p	disease
153 pearse street	1	p	disease
the coombe	1	p	disease
46 westland row	1	p	disease
1 lincoln place	1	p	disease
11 leinster street	1	p	disease
mountjoy square	1	p	disease
fitzgibbon street	1	p	disease
north circular road	1	p	disease
n. strand road	1	p	disease
newcomen bridge	1	p	disease
annesley bridge	1	p	disease
howth road	1	p	disease
malahide road	1	p	disease
dorset street lower	1	p	disease
clongowes fields	1	p	disease
grafton street	1	p	disease
college green	1	p	disease
8 ormond quay upper	1	p	disease
crampton court	1	p	disease
sycamore street	1	p	disease
jervis street	1	p	disease
essex street east	1	p	disease
merchant's arch	1	p	disease
wellington quay	1	p	disease
42 camden street lower	1	p	disease
25 bachelor's walk	1	p	disease
dame street	1	p	disease
o'connell bridge	1	p	disease
watling street	1	p	disease
27 bachelor's walk	1	p	disease
31 dame street	1	p	disease
island street	1	p	disease
fleet street	1	p	disease
bedford row	1	p	disease
ormond quay lower	1	p	disease
mary's abbey	1	p	disease
christchurch place	1	p	disease
lord edward street	1	p	disease
cork hill	1	p	disease
parliament street	1	p	disease
33 dame street	1	p	disease
nelson street	1	p	disease
60 mount street lower	1	p	disease
clare street	1	p	disease
31 merrion square north	1	p	disease
1 merrion square north	1	p	disease
wicklow street	1	p	disease
bridge street	1	p	disease
sean heuston bridge	1	p	disease
rory o'more bridge	1	p	disease
father mathew bridge	1	p	disease
29 kildare street	1	p	disease
arran quay	1	p	disease
o'donovan rossa bridge	1	p	disease
ormond quay upper	1	p	disease
wood quay	1	p	disease
grattan bridge	1	p	disease
11 wellington quay	1	p	disease
2 wellington quay	1	p	disease
granby row	1	p	disease
merrion square	1	p	disease
mount street lower	1	p	disease
haddington road	1	p	disease
northumberland road	1	p	disease
7 eccles street	1	p	novel
arbour hill	1	p	novel
ringsend road	1	p	novel
hume street	1	p	novel
nelson's pillar	1	p	novel
rutland grove	1	p	novel
blessington street	1	p	novel
berkely street	1	p	novel
eccles street	1	p	novel
phibsborough road	1	p	novel
finglas road	1	p	novel
windmill lane	1	p	novel
18 rogerson's quay	1	p	novel
19 rogerson's quay	1	p	novel
lime street	1	p	novel
townsend street	1	p	novel
26 lombard street e.	1	p	novel
164 north strand road	1	p	novel
6 westland row	1	p	novel
49 westland row	1	p	novel
31 westland row	1	p	novel
pearse street	1	p	novel
cumberland street	1	p	novel
153 pearse street	1	p	novel
the coombe	1	p	novel
46 westland row	1	p	novel
1 lincoln place	1	p	novel
11 leinster street	1	p	novel
mountjoy square	1	p	novel
fitzgibbon street	1	p	novel
north circular road	1	p	novel
n. strand road	1	p	novel
newcomen bridge	1	p	novel
annesley bridge	1	p	novel
howth road	1	p	novel
malahide road	1	p	novel
dorset street lower	1	p	novel
clongowes fields	1	p	novel
grafton street	1	p	novel
college green	1	p	novel
8 ormond quay upper	1	p	novel
crampton court	1	p	novel
sycamore street	1	p	novel
jervis street	1	p	novel
essex street east	1	p	novel
merchant's arch	1	p	novel
wellington quay	1	p	novel
42 camden street lower	1	p	novel
25 bachelor's walk	1	p	novel
dame street	1	p	novel
o'connell bridge	1	p	novel
watling street	1	p	novel
27 bachelor's walk	1	p	novel
31 dame street	1	p	novel
island street	1	p	novel
fleet street	1	p	novel
bedford row	1	p	novel
ormond quay lower	1	p	novel
mary's abbey	1	p	novel
christchurch place	1	p	novel
lord edward street	1	p	novel
cork hill	1	p	novel
parliament street	1	p	novel
33 dame street	1	p	novel
nelson street	1	p	novel
60 mount street lower	1	p	novel
clare street	1	p	novel
31 merrion square north	1	p	novel
1 merrion square north	1	p	novel
wicklow street	1	p	novel
bridge street	1	p	novel
sean heuston bridge	1	p	novel
rory o'more bridge	1	p	novel
father mathew bridge	1	p	novel
29 kildare street	1	p	novel
arran quay	1	p	novel
o'donovan rossa bridge	1	p	novel
ormond quay upper	1	p	novel
wood quay	1	p	novel
grattan bridge	1	p	novel
11 wellington quay	1	p	novel
2 wellington quay	1	p	novel
granby row	1	p	novel
merrion square	1	p	novel
mount street lower	1	p	novel
haddington road	1	p	novel
northumberland road	1	p	novel
7 eccles street	1		christianity
arbour hill	1		christianity
ringsend road	1		christianity
hume street	1		christianity
nelson's pillar	1		christianity
rutland grove	1		christianity
blessington street	1		christianity
berkely street	1		christianity
eccles street	1		christianity
phibsborough road	1		christianity
finglas road	1		christianity
windmill lane	1		christianity
18 rogerson's quay	1		christianity
19 rogerson's quay	1		christianity
lime street	1		christianity
townsend street	1		christianity
26 lombard street e.	1		christianity
164 north strand road	1		christianity
6 westland row	1		christianity
49 westland row	1		christianity
31 westland row	1		christianity
pearse street	1		christianity
cumberland street	1		christianity
153 pearse street	1		christianity
the coombe	1		christianity
46 westland row	1		christianity
1 lincoln place	1		christianity
11 leinster street	1		christianity
mountjoy square	1		christianity
fitzgibbon street	1		christianity
north circular road	1		christianity
n. strand road	1		christianity
newcomen bridge	1		christianity
annesley bridge	1		christianity
howth road	1		christianity
malahide road	1		christianity
dorset street lower	1		christianity
clongowes fields	1		christianity
grafton street	1		christianity
college green	1		christianity
8 ormond quay upper	1		christianity
crampton court	1		christianity
sycamore street	1		christianity
jervis street	1		christianity
essex street east	1		christianity
merchant's arch	1		christianity
wellington quay	1		christianity
42 camden street lower	1		christianity
25 bachelor's walk	1		christianity
dame street	1		christianity
o'connell bridge	1		christianity
watling street	1		christianity
27 bachelor's walk	1		christianity
31 dame street	1		christianity
island street	1		christianity
fleet street	1		christianity
bedford row	1		christianity
ormond quay lower	1		christianity
mary's abbey	1		christianity
christchurch place	1		christianity
lord edward street	1		christianity
cork hill	1		christianity
parliament street	1		christianity
33 dame street	1		christianity
nelson street	1		christianity
60 mount street lower	1		christianity
clare street	1		christianity
31 merrion square north	1		christianity
1 merrion square north	1		christianity
wicklow street	1		christianity
bridge street	1		christianity
sean heuston bridge	1		christianity
rory o'more bridge	1		christianity
father mathew bridge	1		christianity
29 kildare street	1		christianity
arran quay	1		christianity
o'donovan rossa bridge	1		christianity
ormond quay upper	1		christianity
wood quay	1		christianity
grattan bridge	1		christianity
11 wellington quay	1		christianity
2 wellington quay	1		christianity
granby row	1		christianity
merrion square	1		christianity
mount street lower	1		christianity
haddington road	1		christianity
northumberland road	1		christianity
7 eccles street	1		irish
arbour hill	1		irish
ringsend road	1		irish
hume street	1		irish
nelson's pillar	1		irish
rutland grove	1		irish
blessington street	1		irish
berkely street	1		irish
eccles street	1		irish
phibsborough road	1		irish
finglas road	1		irish
windmill lane	1		irish
18 rogerson's quay	1		irish
19 rogerson's quay	1		irish
lime street	1		irish
townsend street	1		irish
26 lombard street e.	1		irish
164 north strand road	1		irish
6 westland row	1		irish
49 westland row	1		irish
31 westland row	1		irish
pearse street	1		irish
cumberland street	1		irish
153 pearse street	1		irish
the coombe	1		irish
46 westland row	1		irish
1 lincoln place	1		irish
11 leinster street	1		irish
mountjoy square	1		irish
fitzgibbon street	1		irish
north circular road	1		irish
n. strand road	1		irish
newcomen bridge	1		irish
annesley bridge	1		irish
howth road	1		irish
malahide road	1		irish
dorset street lower	1		irish
clongowes fields	1		irish
grafton street	1		irish
college green	1		irish
8 ormond quay upper	1		irish
crampton court	1		irish
sycamore street	1		irish
jervis street	1		irish
essex street east	1		irish
merchant's arch	1		irish
wellington quay	1		irish
42 camden street lower	1		irish
25 bachelor's walk	1		irish
dame street	1		irish
o'connell bridge	1		irish
watling street	1		irish
27 bachelor's walk	1		irish
31 dame street	1		irish
island street	1		irish
fleet street	1		irish
bedford row	1		irish
ormond quay lower	1		irish
mary's abbey	1		irish
christchurch place	1		irish
lord edward street	1		irish
cork hill	1		irish
parliament street	1		irish
33 dame street	1		irish
nelson street	1		irish
60 mount street lower	1		irish
clare street	1		irish
31 merrion square north	1		irish
1 merrion square north	1		irish
wicklow street	1		irish
bridge street	1		irish
sean heuston bridge	1		irish
rory o'more bridge	1		irish
father mathew bridge	1		irish
29 kildare street	1		irish
arran quay	1		irish
o'donovan rossa bridge	1		irish
ormond quay upper	1		irish
wood quay	1		irish
grattan bridge	1		irish
11 wellington quay	1		irish
2 wellington quay	1		irish
granby row	1		irish
merrion square	1		irish
mount street lower	1		irish
haddington road	1		irish
northumberland road	1		irish
7 eccles street	1		operacompany
arbour hill	1		operacompany
ringsend road	1		operacompany
hume street	1		operacompany
nelson's pillar	1		operacompany
rutland grove	1		operacompany
blessington street	1		operacompany
berkely street	1		operacompany
eccles street	1		operacompany
phibsborough road	1		operacompany
finglas road	1		operacompany
windmill lane	1		operacompany
18 rogerson's quay	1		operacompany
19 rogerson's quay	1		operacompany
lime street	1		operacompany
townsend street	1		operacompany
26 lombard street e.	1		operacompany
164 north strand road	1		operacompany
6 westland row	1		operacompany
49 westland row	1		operacompany
31 westland row	1		operacompany
pearse street	1		operacompany
cumberland street	1		operacompany
153 pearse street	1		operacompany
the coombe	1		operacompany
46 westland row	1		operacompany
1 lincoln place	1		operacompany
11 leinster street	1		operacompany
mountjoy square	1		operacompany
fitzgibbon street	1		operacompany
north circular road	1		operacompany
n. strand road	1		operacompany
newcomen bridge	1		operacompany
annesley bridge	1		operacompany
howth road	1		operacompany
malahide road	1		operacompany
dorset street lower	1		operacompany
clongowes fields	1		operacompany
grafton street	1		operacompany
college green	1		operacompany
8 ormond quay upper	1		operacompany
crampton court	1		operacompany
sycamore street	1		operacompany
jervis street	1		operacompany
essex street east	1		operacompany
merchant's arch	1		operacompany
wellington quay	1		operacompany
42 camden street lower	1		operacompany
25 bachelor's walk	1		operacompany
dame street	1		operacompany
o'connell bridge	1		operacompany
watling street	1		operacompany
27 bachelor's walk	1		operacompany
31 dame street	1		operacompany
island street	1		operacompany
fleet street	1		operacompany
bedford row	1		operacompany
ormond quay lower	1		operacompany
mary's abbey	1		operacompany
christchurch place	1		operacompany
lord edward street	1		operacompany
cork hill	1		operacompany
parliament street	1		operacompany
33 dame street	1		operacompany
nelson street	1		operacompany
60 mount street lower	1		operacompany
clare street	1		operacompany
31 merrion square north	1		operacompany
1 merrion square north	1		operacompany
wicklow street	1		operacompany
bridge street	1		operacompany
sean heuston bridge	1		operacompany
rory o'more bridge	1		operacompany
father mathew bridge	1		operacompany
29 kildare street	1		operacompany
arran quay	1		operacompany
o'donovan rossa bridge	1		operacompany
ormond quay upper	1		operacompany
wood quay	1		operacompany
grattan bridge	1		operacompany
11 wellington quay	1		operacompany
2 wellington quay	1		operacompany
granby row	1		operacompany
merrion square	1		operacompany
mount street lower	1		operacompany
haddington road	1		operacompany
northumberland road	1		operacompany
7 eccles street	1		irish surgeon
arbour hill	1		irish surgeon
ringsend road	1		irish surgeon
hume street	1		irish surgeon
nelson's pillar	1		irish surgeon
rutland grove	1		irish surgeon
blessington street	1		irish surgeon
berkely street	1		irish surgeon
eccles street	1		irish surgeon
phibsborough road	1		irish surgeon
finglas road	1		irish surgeon
windmill lane	1		irish surgeon
18 rogerson's quay	1		irish surgeon
19 rogerson's quay	1		irish surgeon
lime street	1		irish surgeon
townsend street	1		irish surgeon
26 lombard street e.	1		irish surgeon
164 north strand road	1		irish surgeon
6 westland row	1		irish surgeon
49 westland row	1		irish surgeon
31 westland row	1		irish surgeon
pearse street	1		irish surgeon
cumberland street	1		irish surgeon
153 pearse street	1		irish surgeon
the coombe	1		irish surgeon
46 westland row	1		irish surgeon
1 lincoln place	1		irish surgeon
11 leinster street	1		irish surgeon
mountjoy square	1		irish surgeon
fitzgibbon street	1		irish surgeon
north circular road	1		irish surgeon
n. strand road	1		irish surgeon
newcomen bridge	1		irish surgeon
annesley bridge	1		irish surgeon
howth road	1		irish surgeon
malahide road	1		irish surgeon
dorset street lower	1		irish surgeon
clongowes fields	1		irish surgeon
grafton street	1		irish surgeon
college green	1		irish surgeon
8 ormond quay upper	1		irish surgeon
crampton court	1		irish surgeon
sycamore street	1		irish surgeon
jervis street	1		irish surgeon
essex street east	1		irish surgeon
merchant's arch	1		irish surgeon
wellington quay	1		irish surgeon
42 camden street lower	1		irish surgeon
25 bachelor's walk	1		irish surgeon
dame street	1		irish surgeon
o'connell bridge	1		irish surgeon
watling street	1		irish surgeon
27 bachelor's walk	1		irish surgeon
31 dame street	1		irish surgeon
island street	1		irish surgeon
fleet street	1		irish surgeon
bedford row	1		irish surgeon
ormond quay lower	1		irish surgeon
mary's abbey	1		irish surgeon
christchurch place	1		irish surgeon
lord edward street	1		irish surgeon
cork hill	1		irish surgeon
parliament street	1		irish surgeon
33 dame street	1		irish surgeon
nelson street	1		irish surgeon
60 mount street lower	1		irish surgeon
clare street	1		irish surgeon
31 merrion square north	1		irish surgeon
1 merrion square north	1		irish surgeon
wicklow street	1		irish surgeon
bridge street	1		irish surgeon
sean heuston bridge	1		irish surgeon
rory o'more bridge	1		irish surgeon
father mathew bridge	1		irish surgeon
29 kildare street	1		irish surgeon
arran quay	1		irish surgeon
o'donovan rossa bridge	1		irish surgeon
ormond quay upper	1		irish surgeon
wood quay	1		irish surgeon
grattan bridge	1		irish surgeon
11 wellington quay	1		irish surgeon
2 wellington quay	1		irish surgeon
granby row	1		irish surgeon
merrion square	1		irish surgeon
mount street lower	1		irish surgeon
haddington road	1		irish surgeon
northumberland road	1		irish surgeon
7 eccles street	1		italian
arbour hill	1		italian
ringsend road	1		italian
hume street	1		italian
nelson's pillar	1		italian
rutland grove	1		italian
blessington street	1		italian
berkely street	1		italian
eccles street	1		italian
phibsborough road	1		italian
finglas road	1		italian
windmill lane	1		italian
18 rogerson's quay	1		italian
19 rogerson's quay	1		italian
lime street	1		italian
townsend street	1		italian
26 lombard street e.	1		italian
164 north strand road	1		italian
6 westland row	1		italian
49 westland row	1		italian
31 westland row	1		italian
pearse street	1		italian
cumberland street	1		italian
153 pearse street	1		italian
the coombe	1		italian
46 westland row	1		italian
1 lincoln place	1		italian
11 leinster street	1		italian
mountjoy square	1		italian
fitzgibbon street	1		italian
north circular road	1		italian
n. strand road	1		italian
newcomen bridge	1		italian
annesley bridge	1		italian
howth road	1		italian
malahide road	1		italian
dorset street lower	1		italian
clongowes fields	1		italian
grafton street	1		italian
college green	1		italian
8 ormond quay upper	1		italian
crampton court	1		italian
sycamore street	1		italian
jervis street	1		italian
essex street east	1		italian
merchant's arch	1		italian
wellington quay	1		italian
42 camden street lower	1		italian
25 bachelor's walk	1		italian
dame street	1		italian
o'connell bridge	1		italian
watling street	1		italian
27 bachelor's walk	1		italian
31 dame street	1		italian
island street	1		italian
fleet street	1		italian
bedford row	1		italian
ormond quay lower	1		italian
mary's abbey	1		italian
christchurch place	1		italian
lord edward street	1		italian
cork hill	1		italian
parliament street	1		italian
33 dame street	1		italian
nelson street	1		italian
60 mount street lower	1		italian
clare street	1		italian
31 merrion square north	1		italian
1 merrion square north	1		italian
wicklow street	1		italian
bridge street	1		italian
sean heuston bridge	1		italian
rory o'more bridge	1		italian
father mathew bridge	1		italian
29 kildare street	1		italian
arran quay	1		italian
o'donovan rossa bridge	1		italian
ormond quay upper	1		italian
wood quay	1		italian
grattan bridge	1		italian
11 wellington quay	1		italian
2 wellington quay	1		italian
granby row	1		italian
merrion square	1		italian
mount street lower	1		italian
haddington road	1		italian
northumberland road	1		italian
7 eccles street	1	said	family
arbour hill	1	said	family
ringsend road	1	said	family
hume street	1	said	family
nelson's pillar	1	said	family
rutland grove	1	said	family
blessington street	1	said	family
berkely street	1	said	family
eccles street	1	said	family
phibsborough road	1	said	family
finglas road	1	said	family
windmill lane	1	said	family
18 rogerson's quay	1	said	family
19 rogerson's quay	1	said	family
lime street	1	said	family
townsend street	1	said	family
26 lombard street e.	1	said	family
164 north strand road	1	said	family
6 westland row	1	said	family
49 westland row	1	said	family
31 westland row	1	said	family
pearse street	1	said	family
cumberland street	1	said	family
153 pearse street	1	said	family
the coombe	1	said	family
46 westland row	1	said	family
1 lincoln place	1	said	family
11 leinster street	1	said	family
mountjoy square	1	said	family
fitzgibbon street	1	said	family
north circular road	1	said	family
n. strand road	1	said	family
newcomen bridge	1	said	family
annesley bridge	1	said	family
howth road	1	said	family
malahide road	1	said	family
dorset street lower	1	said	family
clongowes fields	1	said	family
grafton street	1	said	family
college green	1	said	family
8 ormond quay upper	1	said	family
crampton court	1	said	family
sycamore street	1	said	family
jervis street	1	said	family
essex street east	1	said	family
merchant's arch	1	said	family
wellington quay	1	said	family
42 camden street lower	1	said	family
25 bachelor's walk	1	said	family
dame street	1	said	family
o'connell bridge	1	said	family
watling street	1	said	family
27 bachelor's walk	1	said	family
31 dame street	1	said	family
island street	1	said	family
fleet street	1	said	family
bedford row	1	said	family
ormond quay lower	1	said	family
mary's abbey	1	said	family
christchurch place	1	said	family
lord edward street	1	said	family
cork hill	1	said	family
parliament street	1	said	family
33 dame street	1	said	family
nelson street	1	said	family
60 mount street lower	1	said	family
clare street	1	said	family
31 merrion square north	1	said	family
1 merrion square north	1	said	family
wicklow street	1	said	family
bridge street	1	said	family
sean heuston bridge	1	said	family
rory o'more bridge	1	said	family
father mathew bridge	1	said	family
29 kildare street	1	said	family
arran quay	1	said	family
o'donovan rossa bridge	1	said	family
ormond quay upper	1	said	family
wood quay	1	said	family
grattan bridge	1	said	family
11 wellington quay	1	said	family
2 wellington quay	1	said	family
granby row	1	said	family
merrion square	1	said	family
mount street lower	1	said	family
haddington road	1	said	family
northumberland road	1	said	family
7 eccles street	1	said	location
arbour hill	1	said	location
ringsend road	1	said	location
hume street	1	said	location
nelson's pillar	1	said	location
rutland grove	1	said	location
blessington street	1	said	location
berkely street	1	said	location
eccles street	1	said	location
phibsborough road	1	said	location
finglas road	1	said	location
windmill lane	1	said	location
18 rogerson's quay	1	said	location
19 rogerson's quay	1	said	location
lime street	1	said	location
townsend street	1	said	location
26 lombard street e.	1	said	location
164 north strand road	1	said	location
6 westland row	1	said	location
49 westland row	1	said	location
31 westland row	1	said	location
pearse street	1	said	location
cumberland street	1	said	location
153 pearse street	1	said	location
the coombe	1	said	location
46 westland row	1	said	location
1 lincoln place	1	said	location
11 leinster street	1	said	location
mountjoy square	1	said	location
fitzgibbon street	1	said	location
north circular road	1	said	location
n. strand road	1	said	location
newcomen bridge	1	said	location
annesley bridge	1	said	location
howth road	1	said	location
malahide road	1	said	location
dorset street lower	1	said	location
clongowes fields	1	said	location
grafton street	1	said	location
college green	1	said	location
8 ormond quay upper	1	said	location
crampton court	1	said	location
sycamore street	1	said	location
jervis street	1	said	location
essex street east	1	said	location
merchant's arch	1	said	location
wellington quay	1	said	location
42 camden street lower	1	said	location
25 bachelor's walk	1	said	location
dame street	1	said	location
o'connell bridge	1	said	location
watling street	1	said	location
27 bachelor's walk	1	said	location
31 dame street	1	said	location
island street	1	said	location
fleet street	1	said	location
bedford row	1	said	location
ormond quay lower	1	said	location
mary's abbey	1	said	location
christchurch place	1	said	location
lord edward street	1	said	location
cork hill	1	said	location
parliament street	1	said	location
33 dame street	1	said	location
nelson street	1	said	location
60 mount street lower	1	said	location
clare street	1	said	location
31 merrion square north	1	said	location
1 merrion square north	1	said	location
wicklow street	1	said	location
bridge street	1	said	location
sean heuston bridge	1	said	location
rory o'more bridge	1	said	location
father mathew bridge	1	said	location
29 kildare street	1	said	location
arran quay	1	said	location
o'donovan rossa bridge	1	said	location
ormond quay upper	1	said	location
wood quay	1	said	location
grattan bridge	1	said	location
11 wellington quay	1	said	location
2 wellington quay	1	said	location
granby row	1	said	location
merrion square	1	said	location
mount street lower	1	said	location
haddington road	1	said	location
northumberland road	1	said	location
7 eccles street	1	p	person
arbour hill	1	p	person
ringsend road	1	p	person
hume street	1	p	person
nelson's pillar	1	p	person
rutland grove	1	p	person
blessington street	1	p	person
berkely street	1	p	person
eccles street	1	p	person
phibsborough road	1	p	person
finglas road	1	p	person
windmill lane	1	p	person
18 rogerson's quay	1	p	person
19 rogerson's quay	1	p	person
lime street	1	p	person
townsend street	1	p	person
26 lombard street e.	1	p	person
164 north strand road	1	p	person
6 westland row	1	p	person
49 westland row	1	p	person
31 westland row	1	p	person
pearse street	1	p	person
cumberland street	1	p	person
153 pearse street	1	p	person
the coombe	1	p	person
46 westland row	1	p	person
1 lincoln place	1	p	person
11 leinster street	1	p	person
mountjoy square	1	p	person
fitzgibbon street	1	p	person
north circular road	1	p	person
n. strand road	1	p	person
newcomen bridge	1	p	person
annesley bridge	1	p	person
howth road	1	p	person
malahide road	1	p	person
dorset street lower	1	p	person
clongowes fields	1	p	person
grafton street	1	p	person
college green	1	p	person
8 ormond quay upper	1	p	person
crampton court	1	p	person
sycamore street	1	p	person
jervis street	1	p	person
essex street east	1	p	person
merchant's arch	1	p	person
wellington quay	1	p	person
42 camden street lower	1	p	person
25 bachelor's walk	1	p	person
dame street	1	p	person
o'connell bridge	1	p	person
watling street	1	p	person
27 bachelor's walk	1	p	person
31 dame street	1	p	person
island street	1	p	person
fleet street	1	p	person
bedford row	1	p	person
ormond quay lower	1	p	person
mary's abbey	1	p	person
christchurch place	1	p	person
lord edward street	1	p	person
cork hill	1	p	person
parliament street	1	p	person
33 dame street	1	p	person
nelson street	1	p	person
60 mount street lower	1	p	person
clare street	1	p	person
31 merrion square north	1	p	person
1 merrion square north	1	p	person
wicklow street	1	p	person
bridge street	1	p	person
sean heuston bridge	1	p	person
rory o'more bridge	1	p	person
father mathew bridge	1	p	person
29 kildare street	1	p	person
arran quay	1	p	person
o'donovan rossa bridge	1	p	person
ormond quay upper	1	p	person
wood quay	1	p	person
grattan bridge	1	p	person
11 wellington quay	1	p	person
2 wellington quay	1	p	person
granby row	1	p	person
merrion square	1	p	person
mount street lower	1	p	person
haddington road	1	p	person
northumberland road	1	p	person
7 eccles street	1	p	landmark
arbour hill	1	p	landmark
ringsend road	1	p	landmark
hume street	1	p	landmark
nelson's pillar	1	p	landmark
rutland grove	1	p	landmark
blessington street	1	p	landmark
berkely street	1	p	landmark
eccles street	1	p	landmark
phibsborough road	1	p	landmark
finglas road	1	p	landmark
windmill lane	1	p	landmark
18 rogerson's quay	1	p	landmark
19 rogerson's quay	1	p	landmark
lime street	1	p	landmark
townsend street	1	p	landmark
26 lombard street e.	1	p	landmark
164 north strand road	1	p	landmark
6 westland row	1	p	landmark
