carlisle bridge	alcohol	p	1
21 watling street	alcohol	p	1
27 bachelor's walk	alcohol	p	1
31 dame street	alcohol	p	1
island street	alcohol	p	1
watling street	alcohol	p	1
49 fleet street	alcohol	p	1
1 bedford row	alcohol	p	1
10 bedford row	alcohol	p	1
19 ormond quay lower	alcohol	p	1
31 mary's abbey	alcohol	p	1
christchurch place	alcohol	p	1
dame street	alcohol	p	1
lord edward street	alcohol	p	1
cork hill	alcohol	p	1
37 parliament street	alcohol	p	1
27 parliament street	alcohol	p	1
30 parliament street	alcohol	p	1
33 dame street	alcohol	p	1
14 nelson street	alcohol	p	1
60 mount street lower	alcohol	p	1
14 clare street	alcohol	p	1
31 merrion square north	alcohol	p	1
1 merrion square north	alcohol	p	1
23 wicklow street	alcohol	p	1
8 bridge street	alcohol	p	1
33 wicklow street	alcohol	p	1
sean heuston bridge	alcohol	p	1
ror o'more bridge	alcohol	p	1
father mathew bridge	alcohol	p	1
29 kildare street	alcohol	p	1
32 arran quay	alcohol	p	1
d'donovan rossa bridge	alcohol	p	1
34 ormond quay upper	alcohol	p	1
36 ormond quay upper	alcohol	p	1
15 wood quay	alcohol	p	1
30 ormond quay upper	alcohol	p	1
grattan bridge	alcohol	p	1
11 wellington quay	alcohol	p	1
2 wellington quay	alcohol	p	1
11 granby row upper	alcohol	p	1
26 parliament street	alcohol	p	1
82 dame street	alcohol	p	1
72 dame street	alcohol	p	1
college park	alcohol	p	1
1 leinster street	alcohol	p	1
merrion square	alcohol	p	1
2 mount street lower	alcohol	p	1
haddington road	alcohol	p	1
northumberland road	alcohol	p	1
7 eccles street	mountain	p	1
ringsend road	mountain	p	1
stamer street	mountain	p	1
hume street	mountain	p	1
nelson's pillar	mountain	p	1
rutland square	mountain	p	1
blessington street	mountain	p	1
berkely street	mountain	p	1
eccles street	mountain	p	1
phibsborough road	mountain	p	1
finglas road	mountain	p	1
windmill lane	mountain	p	1
18 rogerson's quay	mountain	p	1
19 rogerson's quay	mountain	p	1
lime street	mountain	p	1
townsend street	mountain	p	1
26 lombard street e.	mountain	p	1
164 north strand road	mountain	p	1
6 westland row	mountain	p	1
49 westland row	mountain	p	1
31 westland row	mountain	p	1
pearse street	mountain	p	1
cumberland street	mountain	p	1
153 pearse street	mountain	p	1
the coombe	mountain	p	1
46 westland row	mountain	p	1
1 lincoln place	mountain	p	1
11 leinster street	mountain	p	1
upper gardiner street	mountain	p	1
mountjoy square	mountain	p	1
fitzgibbon street	mountain	p	1
great charles street	mountain	p	1
north circular road	mountain	p	1
4 n. strand road	mountain	p	1
16 n. strand road	mountain	p	1
17 n. strand road	mountain	p	1
164 n. strand road	mountain	p	1
21 n. strand road	mountain	p	1
newcomen bridge	mountain	p	1
annesley bridge	mountain	p	1
howth road	mountain	p	1
malahide road	mountain	p	1
11 2 dorset street lower	mountain	p	1
clongowes fields	mountain	p	1
61 grafton street	mountain	p	1
college green	mountain	p	1
52 grafton street	mountain	p	1
8 ormond quay upper	mountain	p	1
crampton court	mountain	p	1
sycamore street	mountain	p	1
jervis street	mountain	p	1
30 essex street east	mountain	p	1
29 essex street east	mountain	p	1
merchant's arch	mountain	p	1
metal bridge	mountain	p	1
wellington quay	mountain	p	1
42 camden street lower	mountain	p	1
25 bachelor's walk	mountain	p	1
james's street	mountain	p	1
5 dame street	mountain	p	1
35 dame street	mountain	p	1
28 james's street	mountain	p	1
48 james's street	mountain	p	1
2 sackville st. lower	mountain	p	1
12 sackville st. lower	mountain	p	1
carlisle bridge	mountain	p	1
21 watling street	mountain	p	1
27 bachelor's walk	mountain	p	1
31 dame street	mountain	p	1
island street	mountain	p	1
watling street	mountain	p	1
49 fleet street	mountain	p	1
1 bedford row	mountain	p	1
10 bedford row	mountain	p	1
19 ormond quay lower	mountain	p	1
31 mary's abbey	mountain	p	1
christchurch place	mountain	p	1
dame street	mountain	p	1
lord edward street	mountain	p	1
cork hill	mountain	p	1
37 parliament street	mountain	p	1
27 parliament street	mountain	p	1
30 parliament street	mountain	p	1
33 dame street	mountain	p	1
14 nelson street	mountain	p	1
60 mount street lower	mountain	p	1
14 clare street	mountain	p	1
31 merrion square north	mountain	p	1
1 merrion square north	mountain	p	1
23 wicklow street	mountain	p	1
8 bridge street	mountain	p	1
33 wicklow street	mountain	p	1
sean heuston bridge	mountain	p	1
ror o'more bridge	mountain	p	1
father mathew bridge	mountain	p	1
29 kildare street	mountain	p	1
32 arran quay	mountain	p	1
d'donovan rossa bridge	mountain	p	1
34 ormond quay upper	mountain	p	1
36 ormond quay upper	mountain	p	1
15 wood quay	mountain	p	1
30 ormond quay upper	mountain	p	1
grattan bridge	mountain	p	1
11 wellington quay	mountain	p	1
2 wellington quay	mountain	p	1
11 granby row upper	mountain	p	1
26 parliament street	mountain	p	1
82 dame street	mountain	p	1
72 dame street	mountain	p	1
college park	mountain	p	1
1 leinster street	mountain	p	1
merrion square	mountain	p	1
2 mount street lower	mountain	p	1
haddington road	mountain	p	1
northumberland road	mountain	p	1
7 eccles street	hinduism		1
ringsend road	hinduism		1
stamer street	hinduism		1
hume street	hinduism		1
nelson's pillar	hinduism		1
rutland square	hinduism		1
blessington street	hinduism		1
berkely street	hinduism		1
eccles street	hinduism		1
phibsborough road	hinduism		1
finglas road	hinduism		1
windmill lane	hinduism		1
18 rogerson's quay	hinduism		1
19 rogerson's quay	hinduism		1
lime street	hinduism		1
townsend street	hinduism		1
26 lombard street e.	hinduism		1
164 north strand road	hinduism		1
6 westland row	hinduism		1
49 westland row	hinduism		1
31 westland row	hinduism		1
pearse street	hinduism		1
cumberland street	hinduism		1
153 pearse street	hinduism		1
the coombe	hinduism		1
46 westland row	hinduism		1
1 lincoln place	hinduism		1
11 leinster street	hinduism		1
upper gardiner street	hinduism		1
mountjoy square	hinduism		1
fitzgibbon street	hinduism		1
great charles street	hinduism		1
north circular road	hinduism		1
4 n. strand road	hinduism		1
16 n. strand road	hinduism		1
17 n. strand road	hinduism		1
164 n. strand road	hinduism		1
21 n. strand road	hinduism		1
newcomen bridge	hinduism		1
annesley bridge	hinduism		1
howth road	hinduism		1
malahide road	hinduism		1
11 2 dorset street lower	hinduism		1
clongowes fields	hinduism		1
61 grafton street	hinduism		1
college green	hinduism		1
52 grafton street	hinduism		1
8 ormond quay upper	hinduism		1
crampton court	hinduism		1
sycamore street	hinduism		1
jervis street	hinduism		1
30 essex street east	hinduism		1
29 essex street east	hinduism		1
merchant's arch	hinduism		1
metal bridge	hinduism		1
wellington quay	hinduism		1
42 camden street lower	hinduism		1
25 bachelor's walk	hinduism		1
james's street	hinduism		1
5 dame street	hinduism		1
35 dame street	hinduism		1
28 james's street	hinduism		1
48 james's street	hinduism		1
2 sackville st. lower	hinduism		1
12 sackville st. lower	hinduism		1
carlisle bridge	hinduism		1
21 watling street	hinduism		1
27 bachelor's walk	hinduism		1
31 dame street	hinduism		1
island street	hinduism		1
watling street	hinduism		1
49 fleet street	hinduism		1
1 bedford row	hinduism		1
10 bedford row	hinduism		1
19 ormond quay lower	hinduism		1
31 mary's abbey	hinduism		1
christchurch place	hinduism		1
dame street	hinduism		1
lord edward street	hinduism		1
cork hill	hinduism		1
37 parliament street	hinduism		1
27 parliament street	hinduism		1
30 parliament street	hinduism		1
33 dame street	hinduism		1
14 nelson street	hinduism		1
60 mount street lower	hinduism		1
14 clare street	hinduism		1
31 merrion square north	hinduism		1
1 merrion square north	hinduism		1
23 wicklow street	hinduism		1
8 bridge street	hinduism		1
33 wicklow street	hinduism		1
sean heuston bridge	hinduism		1
ror o'more bridge	hinduism		1
father mathew bridge	hinduism		1
29 kildare street	hinduism		1
32 arran quay	hinduism		1
d'donovan rossa bridge	hinduism		1
34 ormond quay upper	hinduism		1
36 ormond quay upper	hinduism		1
15 wood quay	hinduism		1
30 ormond quay upper	hinduism		1
grattan bridge	hinduism		1
11 wellington quay	hinduism		1
2 wellington quay	hinduism		1
11 granby row upper	hinduism		1
26 parliament street	hinduism		1
82 dame street	hinduism		1
72 dame street	hinduism		1
college park	hinduism		1
1 leinster street	hinduism		1
merrion square	hinduism		1
2 mount street lower	hinduism		1
haddington road	hinduism		1
northumberland road	hinduism		1
7 eccles street	currency	p	1
ringsend road	currency	p	1
stamer street	currency	p	1
hume street	currency	p	1
nelson's pillar	currency	p	1
rutland square	currency	p	1
blessington street	currency	p	1
berkely street	currency	p	1
eccles street	currency	p	1
phibsborough road	currency	p	1
finglas road	currency	p	1
windmill lane	currency	p	1
18 rogerson's quay	currency	p	1
19 rogerson's quay	currency	p	1
lime street	currency	p	1
townsend street	currency	p	1
26 lombard street e.	currency	p	1
164 north strand road	currency	p	1
6 westland row	currency	p	1
49 westland row	currency	p	1
31 westland row	currency	p	1
pearse street	currency	p	1
cumberland street	currency	p	1
153 pearse street	currency	p	1
the coombe	currency	p	1
46 westland row	currency	p	1
1 lincoln place	currency	p	1
11 leinster street	currency	p	1
upper gardiner street	currency	p	1
mountjoy square	currency	p	1
fitzgibbon street	currency	p	1
great charles street	currency	p	1
north circular road	currency	p	1
4 n. strand road	currency	p	1
16 n. strand road	currency	p	1
17 n. strand road	currency	p	1
164 n. strand road	currency	p	1
21 n. strand road	currency	p	1
newcomen bridge	currency	p	1
annesley bridge	currency	p	1
howth road	currency	p	1
malahide road	currency	p	1
11 2 dorset street lower	currency	p	1
clongowes fields	currency	p	1
61 grafton street	currency	p	1
college green	currency	p	1
52 grafton street	currency	p	1
8 ormond quay upper	currency	p	1
crampton court	currency	p	1
sycamore street	currency	p	1
jervis street	currency	p	1
30 essex street east	currency	p	1
29 essex street east	currency	p	1
merchant's arch	currency	p	1
metal bridge	currency	p	1
wellington quay	currency	p	1
42 camden street lower	currency	p	1
25 bachelor's walk	currency	p	1
james's street	currency	p	1
5 dame street	currency	p	1
35 dame street	currency	p	1
28 james's street	currency	p	1
48 james's street	currency	p	1
2 sackville st. lower	currency	p	1
12 sackville st. lower	currency	p	1
carlisle bridge	currency	p	1
21 watling street	currency	p	1
27 bachelor's walk	currency	p	1
31 dame street	currency	p	1
island street	currency	p	1
watling street	currency	p	1
49 fleet street	currency	p	1
1 bedford row	currency	p	1
10 bedford row	currency	p	1
19 ormond quay lower	currency	p	1
31 mary's abbey	currency	p	1
christchurch place	currency	p	1
dame street	currency	p	1
lord edward street	currency	p	1
cork hill	currency	p	1
37 parliament street	currency	p	1
27 parliament street	currency	p	1
30 parliament street	currency	p	1
33 dame street	currency	p	1
14 nelson street	currency	p	1
60 mount street lower	currency	p	1
14 clare street	currency	p	1
31 merrion square north	currency	p	1
1 merrion square north	currency	p	1
23 wicklow street	currency	p	1
8 bridge street	currency	p	1
33 wicklow street	currency	p	1
sean heuston bridge	currency	p	1
ror o'more bridge	currency	p	1
father mathew bridge	currency	p	1
29 kildare street	currency	p	1
32 arran quay	currency	p	1
d'donovan rossa bridge	currency	p	1
34 ormond quay upper	currency	p	1
36 ormond quay upper	currency	p	1
15 wood quay	currency	p	1
30 ormond quay upper	currency	p	1
grattan bridge	currency	p	1
11 wellington quay	currency	p	1
2 wellington quay	currency	p	1
11 granby row upper	currency	p	1
26 parliament street	currency	p	1
82 dame street	currency	p	1
72 dame street	currency	p	1
college park	currency	p	1
1 leinster street	currency	p	1
merrion square	currency	p	1
2 mount street lower	currency	p	1
haddington road	currency	p	1
northumberland road	currency	p	1
7 eccles street	irish god		1
ringsend road	irish god		1
stamer street	irish god		1
hume street	irish god		1
nelson's pillar	irish god		1
rutland square	irish god		1
blessington street	irish god		1
berkely street	irish god		1
eccles street	irish god		1
phibsborough road	irish god		1
finglas road	irish god		1
windmill lane	irish god		1
18 rogerson's quay	irish god		1
19 rogerson's quay	irish god		1
lime street	irish god		1
townsend street	irish god		1
26 lombard street e.	irish god		1
164 north strand road	irish god		1
6 westland row	irish god		1
49 westland row	irish god		1
31 westland row	irish god		1
pearse street	irish god		1
cumberland street	irish god		1
153 pearse street	irish god		1
the coombe	irish god		1
46 westland row	irish god		1
1 lincoln place	irish god		1
11 leinster street	irish god		1
upper gardiner street	irish god		1
mountjoy square	irish god		1
fitzgibbon street	irish god		1
great charles street	irish god		1
north circular road	irish god		1
4 n. strand road	irish god		1
16 n. strand road	irish god		1
17 n. strand road	irish god		1
164 n. strand road	irish god		1
21 n. strand road	irish god		1
newcomen bridge	irish god		1
annesley bridge	irish god		1
howth road	irish god		1
malahide road	irish god		1
11 2 dorset street lower	irish god		1
clongowes fields	irish god		1
61 grafton street	irish god		1
college green	irish god		1
52 grafton street	irish god		1
8 ormond quay upper	irish god		1
crampton court	irish god		1
sycamore street	irish god		1
jervis street	irish god		1
30 essex street east	irish god		1
29 essex street east	irish god		1
merchant's arch	irish god		1
metal bridge	irish god		1
wellington quay	irish god		1
42 camden street lower	irish god		1
25 bachelor's walk	irish god		1
james's street	irish god		1
5 dame street	irish god		1
35 dame street	irish god		1
28 james's street	irish god		1
48 james's street	irish god		1
2 sackville st. lower	irish god		1
12 sackville st. lower	irish god		1
carlisle bridge	irish god		1
21 watling street	irish god		1
27 bachelor's walk	irish god		1
31 dame street	irish god		1
island street	irish god		1
watling street	irish god		1
49 fleet street	irish god		1
1 bedford row	irish god		1
10 bedford row	irish god		1
19 ormond quay lower	irish god		1
31 mary's abbey	irish god		1
christchurch place	irish god		1
dame street	irish god		1
lord edward street	irish god		1
cork hill	irish god		1
37 parliament street	irish god		1
27 parliament street	irish god		1
30 parliament street	irish god		1
33 dame street	irish god		1
14 nelson street	irish god		1
60 mount street lower	irish god		1
14 clare street	irish god		1
31 merrion square north	irish god		1
1 merrion square north	irish god		1
23 wicklow street	irish god		1
8 bridge street	irish god		1
33 wicklow street	irish god		1
sean heuston bridge	irish god		1
ror o'more bridge	irish god		1
father mathew bridge	irish god		1
29 kildare street	irish god		1
32 arran quay	irish god		1
d'donovan rossa bridge	irish god		1
34 ormond quay upper	irish god		1
36 ormond quay upper	irish god		1
15 wood quay	irish god		1
30 ormond quay upper	irish god		1
grattan bridge	irish god		1
11 wellington quay	irish god		1
2 wellington quay	irish god		1
11 granby row upper	irish god		1
26 parliament street	irish god		1
82 dame street	irish god		1
72 dame street	irish god		1
college park	irish god		1
1 leinster street	irish god		1
merrion square	irish god		1
2 mount street lower	irish god		1
haddington road	irish god		1
northumberland road	irish god		1
7 eccles street	set of prayers		1
ringsend road	set of prayers		1
stamer street	set of prayers		1
hume street	set of prayers		1
nelson's pillar	set of prayers		1
rutland square	set of prayers		1
blessington street	set of prayers		1
berkely street	set of prayers		1
eccles street	set of prayers		1
phibsborough road	set of prayers		1
finglas road	set of prayers		1
windmill lane	set of prayers		1
18 rogerson's quay	set of prayers		1
19 rogerson's quay	set of prayers		1
lime street	set of prayers		1
townsend street	set of prayers		1
26 lombard street e.	set of prayers		1
164 north strand road	set of prayers		1
6 westland row	set of prayers		1
49 westland row	set of prayers		1
31 westland row	set of prayers		1
pearse street	set of prayers		1
cumberland street	set of prayers		1
153 pearse street	set of prayers		1
the coombe	set of prayers		1
46 westland row	set of prayers		1
1 lincoln place	set of prayers		1
11 leinster street	set of prayers		1
upper gardiner street	set of prayers		1
mountjoy square	set of prayers		1
fitzgibbon street	set of prayers		1
great charles street	set of prayers		1
north circular road	set of prayers		1
4 n. strand road	set of prayers		1
16 n. strand road	set of prayers		1
17 n. strand road	set of prayers		1
164 n. strand road	set of prayers		1
21 n. strand road	set of prayers		1
newcomen bridge	set of prayers		1
annesley bridge	set of prayers		1
howth road	set of prayers		1
malahide road	set of prayers		1
11 2 dorset street lower	set of prayers		1
clongowes fields	set of prayers		1
61 grafton street	set of prayers		1
college green	set of prayers		1
52 grafton street	set of prayers		1
8 ormond quay upper	set of prayers		1
crampton court	set of prayers		1
sycamore street	set of prayers		1
jervis street	set of prayers		1
30 essex street east	set of prayers		1
29 essex street east	set of prayers		1
merchant's arch	set of prayers		1
metal bridge	set of prayers		1
wellington quay	set of prayers		1
42 camden street lower	set of prayers		1
25 bachelor's walk	set of prayers		1
james's street	set of prayers		1
5 dame street	set of prayers		1
35 dame street	set of prayers		1
28 james's street	set of prayers		1
48 james's street	set of prayers		1
2 sackville st. lower	set of prayers		1
12 sackville st. lower	set of prayers		1
carlisle bridge	set of prayers		1
21 watling street	set of prayers		1
27 bachelor's walk	set of prayers		1
31 dame street	set of prayers		1
island street	set of prayers		1
watling street	set of prayers		1
49 fleet street	set of prayers		1
1 bedford row	set of prayers		1
10 bedford row	set of prayers		1
19 ormond quay lower	set of prayers		1
31 mary's abbey	set of prayers		1
christchurch place	set of prayers		1
dame street	set of prayers		1
lord edward street	set of prayers		1
cork hill	set of prayers		1
37 parliament street	set of prayers		1
27 parliament street	set of prayers		1
30 parliament street	set of prayers		1
33 dame street	set of prayers		1
14 nelson street	set of prayers		1
60 mount street lower	set of prayers		1
14 clare street	set of prayers		1
31 merrion square north	set of prayers		1
1 merrion square north	set of prayers		1
23 wicklow street	set of prayers		1
8 bridge street	set of prayers		1
33 wicklow street	set of prayers		1
sean heuston bridge	set of prayers		1
ror o'more bridge	set of prayers		1
father mathew bridge	set of prayers		1
29 kildare street	set of prayers		1
32 arran quay	set of prayers		1
d'donovan rossa bridge	set of prayers		1
34 ormond quay upper	set of prayers		1
36 ormond quay upper	set of prayers		1
15 wood quay	set of prayers		1
30 ormond quay upper	set of prayers		1
grattan bridge	set of prayers		1
11 wellington quay	set of prayers		1
2 wellington quay	set of prayers		1
11 granby row upper	set of prayers		1
26 parliament street	set of prayers		1
82 dame street	set of prayers		1
72 dame street	set of prayers		1
college park	set of prayers		1
1 leinster street	set of prayers		1
merrion square	set of prayers		1
2 mount street lower	set of prayers		1
haddington road	set of prayers		1
northumberland road	set of prayers		1
7 eccles street	saint	p	1
ringsend road	saint	p	1
stamer street	saint	p	1
hume street	saint	p	1
nelson's pillar	saint	p	1
rutland square	saint	p	1
blessington street	saint	p	1
berkely street	saint	p	1
eccles street	saint	p	1
phibsborough road	saint	p	1
finglas road	saint	p	1
windmill lane	saint	p	1
18 rogerson's quay	saint	p	1
19 rogerson's quay	saint	p	1
lime street	saint	p	1
townsend street	saint	p	1
26 lombard street e.	saint	p	1
164 north strand road	saint	p	1
6 westland row	saint	p	1
49 westland row	saint	p	1
31 westland row	saint	p	1
pearse street	saint	p	1
cumberland street	saint	p	1
153 pearse street	saint	p	1
the coombe	saint	p	1
46 westland row	saint	p	1
1 lincoln place	saint	p	1
11 leinster street	saint	p	1
upper gardiner street	saint	p	1
mountjoy square	saint	p	1
fitzgibbon street	saint	p	1
great charles street	saint	p	1
north circular road	saint	p	1
4 n. strand road	saint	p	1
16 n. strand road	saint	p	1
17 n. strand road	saint	p	1
164 n. strand road	saint	p	1
21 n. strand road	saint	p	1
newcomen bridge	saint	p	1
annesley bridge	saint	p	1
howth road	saint	p	1
malahide road	saint	p	1
11 2 dorset street lower	saint	p	1
clongowes fields	saint	p	1
61 grafton street	saint	p	1
college green	saint	p	1
52 grafton street	saint	p	1
8 ormond quay upper	saint	p	1
crampton court	saint	p	1
sycamore street	saint	p	1
jervis street	saint	p	1
30 essex street east	saint	p	1
29 essex street east	saint	p	1
merchant's arch	saint	p	1
metal bridge	saint	p	1
wellington quay	saint	p	1
42 camden street lower	saint	p	1
25 bachelor's walk	saint	p	1
james's street	saint	p	1
5 dame street	saint	p	1
35 dame street	saint	p	1
28 james's street	saint	p	1
48 james's street	saint	p	1
2 sackville st. lower	saint	p	1
12 sackville st. lower	saint	p	1
carlisle bridge	saint	p	1
21 watling street	saint	p	1
27 bachelor's walk	saint	p	1
31 dame street	saint	p	1
island street	saint	p	1
watling street	saint	p	1
49 fleet street	saint	p	1
1 bedford row	saint	p	1
10 bedford row	saint	p	1
19 ormond quay lower	saint	p	1
31 mary's abbey	saint	p	1
christchurch place	saint	p	1
dame street	saint	p	1
lord edward street	saint	p	1
cork hill	saint	p	1
37 parliament street	saint	p	1
27 parliament street	saint	p	1
30 parliament street	saint	p	1
33 dame street	saint	p	1
14 nelson street	saint	p	1
60 mount street lower	saint	p	1
14 clare street	saint	p	1
31 merrion square north	saint	p	1
1 merrion square north	saint	p	1
23 wicklow street	saint	p	1
8 bridge street	saint	p	1
33 wicklow street	saint	p	1
sean heuston bridge	saint	p	1
ror o'more bridge	saint	p	1
father mathew bridge	saint	p	1
29 kildare street	saint	p	1
32 arran quay	saint	p	1
d'donovan rossa bridge	saint	p	1
34 ormond quay upper	saint	p	1
36 ormond quay upper	saint	p	1
15 wood quay	saint	p	1
30 ormond quay upper	saint	p	1
grattan bridge	saint	p	1
11 wellington quay	saint	p	1
2 wellington quay	saint	p	1
11 granby row upper	saint	p	1
26 parliament street	saint	p	1
82 dame street	saint	p	1
72 dame street	saint	p	1
college park	saint	p	1
1 leinster street	saint	p	1
merrion square	saint	p	1
2 mount street lower	saint	p	1
haddington road	saint	p	1
northumberland road	saint	p	1
7 eccles street	latin		1
ringsend road	latin		1
stamer street	latin		1
hume street	latin		1
nelson's pillar	latin		1
rutland square	latin		1
blessington street	latin		1
berkely street	latin		1
eccles street	latin		1
phibsborough road	latin		1
finglas road	latin		1
windmill lane	latin		1
18 rogerson's quay	latin		1
19 rogerson's quay	latin		1
lime street	latin		1
townsend street	latin		1
26 lombard street e.	latin		1
164 north strand road	latin		1
6 westland row	latin		1
49 westland row	latin		1
31 westland row	latin		1
pearse street	latin		1
cumberland street	latin		1
153 pearse street	latin		1
the coombe	latin		1
46 westland row	latin		1
1 lincoln place	latin		1
11 leinster street	latin		1
upper gardiner street	latin		1
mountjoy square	latin		1
fitzgibbon street	latin		1
great charles street	latin		1
north circular road	latin		1
4 n. strand road	latin		1
16 n. strand road	latin		1
17 n. strand road	latin		1
164 n. strand road	latin		1
21 n. strand road	latin		1
newcomen bridge	latin		1
annesley bridge	latin		1
howth road	latin		1
malahide road	latin		1
11 2 dorset street lower	latin		1
clongowes fields	latin		1
61 grafton street	latin		1
college green	latin		1
52 grafton street	latin		1
8 ormond quay upper	latin		1
crampton court	latin		1
sycamore street	latin		1
jervis street	latin		1
30 essex street east	latin		1
29 essex street east	latin		1
merchant's arch	latin		1
metal bridge	latin		1
wellington quay	latin		1
42 camden street lower	latin		1
25 bachelor's walk	latin		1
james's street	latin		1
5 dame street	latin		1
35 dame street	latin		1
28 james's street	latin		1
48 james's street	latin		1
2 sackville st. lower	latin		1
12 sackville st. lower	latin		1
carlisle bridge	latin		1
21 watling street	latin		1
27 bachelor's walk	latin		1
31 dame street	latin		1
island street	latin		1
watling street	latin		1
49 fleet street	latin		1
1 bedford row	latin		1
10 bedford row	latin		1
19 ormond quay lower	latin		1
31 mary's abbey	latin		1
christchurch place	latin		1
dame street	latin		1
lord edward street	latin		1
cork hill	latin		1
37 parliament street	latin		1
27 parliament street	latin		1
30 parliament street	latin		1
33 dame street	latin		1
14 nelson street	latin		1
60 mount street lower	latin		1
14 clare street	latin		1
31 merrion square north	latin		1
1 merrion square north	latin		1
23 wicklow street	latin		1
8 bridge street	latin		1
33 wicklow street	latin		1
sean heuston bridge	latin		1
ror o'more bridge	latin		1
father mathew bridge	latin		1
29 kildare street	latin		1
32 arran quay	latin		1
d'donovan rossa bridge	latin		1
34 ormond quay upper	latin		1
36 ormond quay upper	latin		1
15 wood quay	latin		1
30 ormond quay upper	latin		1
grattan bridge	latin		1
11 wellington quay	latin		1
2 wellington quay	latin		1
11 granby row upper	latin		1
26 parliament street	latin		1
82 dame street	latin		1
72 dame street	latin		1
college park	latin		1
1 leinster street	latin		1
merrion square	latin		1
2 mount street lower	latin		1
haddington road	latin		1
northumberland road	latin		1
7 eccles street	divine comedy		1
ringsend road	divine comedy		1
stamer street	divine comedy		1
hume street	divine comedy		1
nelson's pillar	divine comedy		1
rutland square	divine comedy		1
blessington street	divine comedy		1
berkely street	divine comedy		1
eccles street	divine comedy		1
phibsborough road	divine comedy		1
finglas road	divine comedy		1
windmill lane	divine comedy		1
18 rogerson's quay	divine comedy		1
19 rogerson's quay	divine comedy		1
lime street	divine comedy		1
townsend street	divine comedy		1
26 lombard street e.	divine comedy		1
164 north strand road	divine comedy		1
6 westland row	divine comedy		1
49 westland row	divine comedy		1
31 westland row	divine comedy		1
pearse street	divine comedy		1
cumberland street	divine comedy		1
153 pearse street	divine comedy		1
the coombe	divine comedy		1
46 westland row	divine comedy		1
1 lincoln place	divine comedy		1
11 leinster street	divine comedy		1
upper gardiner street	divine comedy		1
mountjoy square	divine comedy		1
fitzgibbon street	divine comedy		1
great charles street	divine comedy		1
north circular road	divine comedy		1
4 n. strand road	divine comedy		1
16 n. strand road	divine comedy		1
17 n. strand road	divine comedy		1
164 n. strand road	divine comedy		1
21 n. strand road	divine comedy		1
newcomen bridge	divine comedy		1
annesley bridge	divine comedy		1
howth road	divine comedy		1
malahide road	divine comedy		1
11 2 dorset street lower	divine comedy		1
clongowes fields	divine comedy		1
61 grafton street	divine comedy		1
college green	divine comedy		1
52 grafton street	divine comedy		1
8 ormond quay upper	divine comedy		1
crampton court	divine comedy		1
sycamore street	divine comedy		1
jervis street	divine comedy		1
30 essex street east	divine comedy		1
29 essex street east	divine comedy		1
merchant's arch	divine comedy		1
metal bridge	divine comedy		1
wellington quay	divine comedy		1
42 camden street lower	divine comedy		1
25 bachelor's walk	divine comedy		1
james's street	divine comedy		1
5 dame street	divine comedy		1
35 dame street	divine comedy		1
28 james's street	divine comedy		1
48 james's street	divine comedy		1
2 sackville st. lower	divine comedy		1
12 sackville st. lower	divine comedy		1
carlisle bridge	divine comedy		1
21 watling street	divine comedy		1
27 bachelor's walk	divine comedy		1
31 dame street	divine comedy		1
island street	divine comedy		1
watling street	divine comedy		1
49 fleet street	divine comedy		1
1 bedford row	divine comedy		1
10 bedford row	divine comedy		1
19 ormond quay lower	divine comedy		1
31 mary's abbey	divine comedy		1
christchurch place	divine comedy		1
dame street	divine comedy		1
lord edward street	divine comedy		1
cork hill	divine comedy		1
37 parliament street	divine comedy		1
27 parliament street	divine comedy		1
30 parliament street	divine comedy		1
33 dame street	divine comedy		1
14 nelson street	divine comedy		1
60 mount street lower	divine comedy		1
14 clare street	divine comedy		1
31 merrion square north	divine comedy		1
1 merrion square north	divine comedy		1
23 wicklow street	divine comedy		1
8 bridge street	divine comedy		1
33 wicklow street	divine comedy		1
sean heuston bridge	divine comedy		1
ror o'more bridge	divine comedy		1
father mathew bridge	divine comedy		1
29 kildare street	divine comedy		1
32 arran quay	divine comedy		1
d'donovan rossa bridge	divine comedy		1
34 ormond quay upper	divine comedy		1
36 ormond quay upper	divine comedy		1
15 wood quay	divine comedy		1
30 ormond quay upper	divine comedy		1
grattan bridge	divine comedy		1
11 wellington quay	divine comedy		1
2 wellington quay	divine comedy		1
11 granby row upper	divine comedy		1
26 parliament street	divine comedy		1
82 dame street	divine comedy		1
72 dame street	divine comedy		1
college park	divine comedy		1
1 leinster street	divine comedy		1
merrion square	divine comedy		1
2 mount street lower	divine comedy		1
haddington road	divine comedy		1
northumberland road	divine comedy		1
7 eccles street	religion	said	1
ringsend road	religion	said	1
stamer street	religion	said	1
hume street	religion	said	1
nelson's pillar	religion	said	1
rutland square	religion	said	1
blessington street	religion	said	1
berkely street	religion	said	1
eccles street	religion	said	1
phibsborough road	religion	said	1
finglas road	religion	said	1
windmill lane	religion	said	1
18 rogerson's quay	religion	said	1
19 rogerson's quay	religion	said	1
lime street	religion	said	1
townsend street	religion	said	1
26 lombard street e.	religion	said	1
164 north strand road	religion	said	1
6 westland row	religion	said	1
49 westland row	religion	said	1
31 westland row	religion	said	1
pearse street	religion	said	1
cumberland street	religion	said	1
153 pearse street	religion	said	1
the coombe	religion	said	1
46 westland row	religion	said	1
1 lincoln place	religion	said	1
11 leinster street	religion	said	1
upper gardiner street	religion	said	1
mountjoy square	religion	said	1
fitzgibbon street	religion	said	1
