Robin	311	Starfire	 	9
Robin	311	Cyborg	 	18
Robin	311	Raven	 	7
Robin	311	Robin	 	1
Cyborg	367	Robin	 	13
Cyborg	367	Raven	 	9
Cyborg	367	Cyborg	 	5
Cyborg	367	Starfire	 	2
BeastBoy	340	Raven	 	12
BeastBoy	340	Robin	 	4
BeastBoy	340	Starfire	 	8
BeastBoy	340	Cyborg	 	9
Starfire	268	Robin	 	46
Starfire	268	Raven	 	20
Starfire	268	Cyborg	 	11
Starfire	268	Starfire	 	3
Raven	204	Starfire	 	6
Raven	204	Robin	 	5
Raven	204	Raven	 	1
Raven	204	Cyborg	 	3
