-6.26569;Dorset Street Lower;place;S.J. Arnold;allusion
-6.26569;Dorset Street Lower;place;S.J. Arnold;allusion
-6.26569;Dorset Street Lower;place;Onelegged Sailor;allusion
-6.26569;Dorset Street Lower;place;Onelegged Sailor;allusion
-6.26569;Dorset Street Lower;place;urchin;allusion
-6.26569;Dorset Street Lower;place;Boody Dedalus;allusion
-6.26569;Dorset Street Lower;place;Katey Dedalus;allusion
-6.7293;Clongowes Fields;place;Katey Dedalus;allusion
-6.7293;Clongowes Fields;place;Katey Dedalus;allusion
-6.7293;Clongowes Fields;place;Maggy;allusion
-6.7293;Clongowes Fields;place;Boody Dedalus;allusion
-6.7293;Clongowes Fields;place;Katey Dedalus;allusion
-6.7293;Clongowes Fields;place;Maggy;allusion
-6.7293;Clongowes Fields;place;Katey Dedalus;allusion
-6.7293;Clongowes Fields;place;Magg;allusion
-6.7293;Clongowes Fields;place;Lacquey;allusion
-6.7293;Clongowes Fields;place;Boody Dedalus;allusion
-6.7293;Clongowes Fields;place;Katey Dedalus;allusion
-6.7293;Clongowes Fields;place;Maggy;allusion
-6.7293;Clongowes Fields;place;Boody Dedalus;allusion
-6.7293;Clongowes Fields;place;Christianity;allusion
-6.7293;Clongowes Fields;place;Bood Dedalus;allusion
-6.7293;Clongowes Fields;place;Blazes Boylan;allusion
-6.7293;Clongowes Fields;place;Blond Girl;allusion
-6.7293;Clongowes Fields;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Blond Girl;allusion
-6.26083;Grafton Street;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Blond Girl;allusion
-6.26083;Grafton Street;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Blond Girl;allusion
-6.26083;Grafton Street;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Blond Girl;allusion
-6.26083;Grafton Street;place;Blazes Boylan;allusion
-6.26083;Grafton Street;place;Stephen Dedalus;allusion
-6.26083;Grafton Street;place;Oliver Goldsmith;allusion
-6.26083;Grafton Street;place;Theobald Wolfe Tone;allusion
-6.26083;Grafton Street;place;Marie Kendall;allusion
-6.26083;Grafton Street;place;Miss Dunne;allusion
