satLaunch	:Orbiter Name:	columbia	:Duration:	P6DT2H3M51S
satLaunch	:Orbiter Name:	columbia	:Duration:	P6DT21H4M49S
satLaunch	:Orbiter Name:	columbia	:Duration:	T1M13S
satLaunch	:Orbiter Name:	columbia	:Duration:	P7DT2H17M42S
satLaunch	:Orbiter Name:	columbia	:Duration:	P6DT23H55M23S
satLaunch	:Orbiter Name:	columbia	:Duration:	P7DT23H44M56S
satLaunch	:Orbiter Name:	columbia	:Duration:	P6DT56M4S
satLaunch	:Orbiter Name:	columbia	:Duration:	P7DT23H15M55S
satLaunch	:Orbiter Name:	columbia	:Duration:	P11DT5H38M0S
satLaunch	:Orbiter Name:	columbia	:Duration:	P4DT22H50M
satLaunch	:Orbiter Name:	columbia	:Duration:	P15DT16H34M4S
satLaunch	:Orbiter Name:	columbia	:Duration:	P11DT19H18M47S
satLaunch	:Orbiter Name:	columbia	:Duration:	P17DT15H53M18S
satLaunch	:Orbiter Name:	columbia	:Duration:	P15DT17H41M25S
satLaunch	:Orbiter Name:	columbia	:Duration:	P8DT22H1M47S
satLaunch	:Orbiter Name:	columbia	:Duration:	P10DT20H28M56S
satLaunch	:Orbiter Name:	columbia	:Duration:	P10DT22H34M2S
satLaunch	:Orbiter Name:	columbia	:Duration:	P13DT23H16M41S
satLaunch	:Orbiter Name:	columbia	:Duration:	P5DT23H38M19S
satLaunch	:Orbiter Name:	columbia	:Duration:	P9DT20H11M11S
satLaunch	:Orbiter Name:	columbia	:Duration:	P5DT8H27M38S
satLaunch	:Orbiter Name:	columbia	:Duration:	P7DT23H15M3S
satLaunch	:Orbiter Name:	columbia	:Duration:	P6DT22H50M44S
satLaunch	:Orbiter Name:	columbia	:Duration:	P8DT21H21M25S
satLaunch	:Orbiter Name:	columbia	:Duration:	P4DT2H10M4S
satLaunch	:Orbiter Name:	columbia	:Duration:	P8DT7H22M23S
satLaunch	:Orbiter Name:	columbia	:Duration:	P5DT23H32M44S
satLaunch	:Orbiter Name:	columbia	:Duration:	P8DT23H5M8S
satLaunch	:Orbiter Name:	columbia	:Duration:	P4DT23H39M21S
satLaunch	:Orbiter Name:	columbia	:Duration:	P10DT21H36S
